,ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,currentDate,Implied volatility,Underlying asset price,Expiration time,new_index
3872,8/18/17,70,CGNX,Put,3.8,-2.7,3.8,4,27,5,-0.28913,0.01853,-0.11031,-0.01718,0.19011,2/17/17,0.33425,76.440002,0.498288843,472
3877,2/24/17,59.5,CTSH,Call,0.1,-0.2,0.05,0.25,26,41,0.1542,0.14154,0.00168,-0.03366,0.02167,2/17/17,0.17,57.959999,0.019164956,473
3880,2/24/17,57.5,CTSH,Put,0.5,-0.27,0.4,0.5,17,505,-0.43226,0.31313,-0.00417,-0.04002,0.03075,2/17/17,0.23072,57.959999,0.019164956,474
3897,4/21/17,57.5,CTSH,Call,2.4,-0.25,2.3,2.55,43,1733,0.57074,0.08789,0.05324,-0.02236,0.09173,2/17/17,0.21402,57.959999,0.1724846,475
3898,4/21/17,60,CTSH,Call,1.35,-0.09,1.2,1.35,585,2337,0.37029,0.0795,0.035,-0.0198,0.09848,2/17/17,0.21916,57.959999,0.1724846,476
3910,3/17/17,200,COHR,Call,4.5,1.1,3.2,6.2,10,117,0.39016,0.02255,0.05442,-0.1455,0.2143,2/17/17,0.32525,193.600006,0.076659822,477
3912,3/17/17,175,COHR,Put,1.6,-0.9,1.15,2.85,19,22,-0.14409,0.01167,-0.02065,-0.08606,0.12695,2/17/17,0.37075,193.600006,0.076659822,478
3934,2/24/17,75.5,CMCSA,Call,0.38,-0.45,0.37,0.41,81,577,0.42917,0.27992,0.00603,-0.05143,0.04067,2/17/17,0.1021,75.32,0.019164956,479
3938,2/24/17,77.5,CMCSA,Call,0.03,-0.13,0.01,0.03,26,256,0.02777,0.0519,0.0004,-0.00672,0.01285,2/17/17,0.12832,75.32,0.019164956,480
3940,2/24/17,74.5,CMCSA,Put,0.21,0.1,0.19,0.24,9,70,-0.2715,0.29022,-0.00324,-0.03076,0.03878,2/17/17,0.13004,75.32,0.019164956,481
3947,3/3/17,75,CMCSA,Call,0.94,-0.51,0.94,0.99,1,82,0.5594,0.19526,0.01569,-0.0419,0.05656,2/17/17,0.12382,75.32,0.038329911,482
3951,3/10/17,74,CMCSA,Call,1.99,-0.24,1.8,1.87,5,1,0.69226,0.12745,0.02876,-0.03462,0.06711,2/17/17,0.15756,75.32,0.057494867,483
3955,3/10/17,78,CMCSA,Call,0.17,-0.15,0.15,0.2,28,1801,0.16743,0.09555,0.00714,-0.01961,0.0513,2/17/17,0.12936,75.32,0.057494867,484
3957,3/17/17,75,CMCSA,Call,1.35,-0.5,1.37,1.42,418,13218,0.56136,0.13003,0.03122,-0.03323,0.0799,2/17/17,0.13539,75.32,0.076659822,485
3958,3/17/17,77.5,CMCSA,Call,0.38,-0.27,0.39,0.43,12706,5812,0.25664,0.11019,0.01452,-0.0233,0.05813,2/17/17,0.12899,75.32,0.076659822,486
3962,3/3/17,72.5,CMCSA,Put,0.12,-0.03,0.11,0.16,7,49,-0.13745,0.08532,-0.00363,-0.02176,0.03533,2/17/17,0.16373,75.32,0.038329911,487
3963,3/3/17,74.5,CMCSA,Put,0.47,-0.63,0.46,0.51,38,82,-0.37263,0.16166,-0.00942,-0.03375,0.05585,2/17/17,0.14616,75.32,0.038329911,488
3965,3/10/17,73,CMCSA,Put,0.28,0.04,0.29,0.34,33,5,-0.18879,0.10319,-0.00761,-0.01847,0.04329,2/17/17,0.15718,75.32,0.057494867,489
3971,3/17/17,75,CMCSA,Put,1.08,0.23,1.03,1.07,718,13012,-0.44921,0.14303,-0.01996,-0.02154,0.07997,2/17/17,0.15533,75.32,0.076659822,490
3974,3/24/17,75,CMCSA,Put,1.31,0.32,1.19,1.25,28,3,-0.45253,0.11085,-0.02542,-0.02244,0.08952,2/17/17,0.16716,75.32,0.095824778,491
3980,4/21/17,82.5,CMCSA,Call,0.17,-0.02,0.14,0.17,39,240,0.11021,0.03718,0.01405,-0.01046,0.05995,2/17/17,0.14627,75.32,0.1724846,492
3985,5/19/17,75,CMCSA,Call,2.95,-0.39,2.71,2.79,5,39,0.58394,0.06712,0.10264,-0.0222,0.14265,2/17/17,0.16326,75.32,0.249144422,493
3998,7/21/17,82.5,CMCSA,Call,1.03,-0.21,0.86,0.98,2,98,0.25416,0.04234,0.07731,-0.01176,0.15363,2/17/17,0.16078,75.32,0.421629021,494
4035,5/19/17,27.5,CSAL,Call,0.9,-0.05,0.85,1.05,14,448,0.44828,0.11922,0.02704,-0.01,0.05319,2/17/17,0.22605,26.559999,0.249144422,495
4074,3/17/17,40,CSOD,Put,0.68,-0.1,0.5,0.7,4,220,-0.21413,0.06611,-0.00688,-0.02752,0.02936,2/17/17,0.39565,43,0.076659822,496
4095,3/3/17,182.5,COST,Call,0.5,0.01,0.43,0.53,28,24,0.13523,0.0374,0.00896,-0.05575,0.09618,2/17/17,0.18394,175.860001,0.038329911,497
4120,3/10/17,160,COST,Put,0.24,-0.06,0.13,0.29,1,55,-0.06712,0.01152,-0.0067,-0.04033,0.04197,2/17/17,0.2494,175.860001,0.057494867,498
4121,3/10/17,165,COST,Put,0.49,0.05,0.4,0.5,25,215,-0.12957,0.02084,-0.01214,-0.055,0.10024,2/17/17,0.21872,175.860001,0.057494867,499
4131,3/24/17,160,COST,Put,0.38,-0.13,0.31,0.42,3,47,-0.07967,0.01214,-0.01176,-0.03027,0.12365,2/17/17,0.22091,175.860001,0.095824778,500
4134,3/24/17,167.5,COST,Put,1.15,0.09,0.99,1.1,7,215,-0.19171,0.02685,-0.03057,-0.0438,0.12976,2/17/17,0.19414,175.860001,0.095824778,501
4156,6/16/17,185,COST,Call,2.9,0.22,2.79,2.9,21,312,0.32104,0.02868,0.17868,-0.03156,0.29779,2/17/17,0.14115,175.860001,0.325804244,502
4166,7/21/17,175,COST,Call,8.16,0.47,7.9,8.3,21,203,0.64213,0.0317,0.45099,-0.03434,0.41589,2/17/17,0.14481,175.860001,0.421629021,503
4168,7/21/17,185,COST,Call,3.65,0.25,3.45,3.65,20,181,0.35579,0.02767,0.25542,-0.02994,0.5078,2/17/17,0.13575,175.860001,0.421629021,504
4169,7/21/17,190,COST,Call,2.07,0.19,2.11,2.33,1,46,0.2692,0.0215,0.1932,-0.02578,0.36123,2/17/17,0.13492,175.860001,0.421629021,505
4170,7/21/17,160,COST,Put,2.57,-0.01,2.38,2.57,163,272,-0.20709,0.01191,-0.13152,-0.02377,0.38256,2/17/17,0.1987,175.860001,0.421629021,506
4172,7/21/17,170,COST,Put,4.95,-0.4,4.85,5.05,16,171,-0.31444,0.02077,-0.19701,-0.0172,0.40456,2/17/17,0.18968,175.860001,0.421629021,507
4175,1/19/18,165,COST,Call,18.81,0.41,18.85,19.05,66,726,0.83236,0.01273,1.16948,-0.02834,0.47859,2/17/17,0.14669,175.860001,0.919917864,508
4179,1/19/18,185,COST,Call,7.95,0.25,7.8,8.05,36,658,0.50568,0.01589,0.73964,-0.02941,0.6979,2/17/17,0.1457,175.860001,0.919917864,509
4181,1/19/18,165,COST,Put,7.4,-0.1,7.25,7.55,20,680,-0.2886,0.01091,-0.40233,-0.0133,0.57218,2/17/17,0.21872,175.860001,0.919917864,510
4185,1/19/18,185,COST,Put,16.25,-0.75,16.2,16.55,21,236,-0.52244,0.01272,-0.60315,-0.01509,0.66767,2/17/17,0.2102,175.860001,0.919917864,511
4187,6/15/18,160,COST,Put,8.06,-0.06,7.9,8.3,10,7,-0.27111,0.00729,-0.57425,-0.01299,0.66548,2/17/17,0.22265,175.860001,1.32238193,512
4192,1/18/19,170,COST,Put,14,-6.3,13.75,14.45,1,4,-0.34625,0.00756,-0.93066,-0.01084,0.84616,2/17/17,0.22265,175.860001,1.916495551,513
4201,3/17/17,185,CBRL,Call,0.44,0.15,0.3,0.55,2,22,0.09792,0.01854,0.01265,-0.03749,0.05944,2/17/17,0.23587,168.690002,0.076659822,514
4214,3/17/17,22.5,CRAY,Call,0.55,-0.2,0.4,0.5,6,322,0.37627,0.24372,0.006,-0.01345,0.02426,2/17/17,0.426,21.299999,0.076659822,515
4226,3/17/17,180,CACC,Put,2.93,-0.12,2.1,3.1,9,2,-1,0,0,0,0,2/17/17,0.372,191.990005,0.076659822,516
4230,4/21/17,190,CACC,Call,9.5,-19.12,9.6,11.1,127,50,0.33328,0.00769,0.07447,-0.17527,0.27907,2/17/17,0.24956,191.990005,0.1724846,517
4234,7/21/17,175,CACC,Put,11.8,0.8,9.4,12,2,4,-0.95998,0.01538,0,0,0.00025,2/17/17,0.42234,191.990005,0.421629021,518
4273,1/18/19,27,CREE,Call,4.95,-0.05,4.7,5.5,5,67,0.65629,0.04276,0.24855,-0.00487,0.13193,2/17/17,0.31269,26.49,1.916495551,519
4293,3/17/17,48,CSX,Call,1.89,0.59,1.88,1.97,1158,17166,0.56223,0.10411,0.0194,-0.03706,0.05142,2/17/17,0.28613,48.540001,0.076659822,520
4297,3/17/17,45,CSX,Put,0.7,-0.05,0.66,0.71,277,3322,-0.21961,0.06245,-0.00772,-0.03036,0.03342,2/17/17,0.38776,48.540001,0.076659822,521
4298,3/17/17,46,CSX,Put,0.9,-0.16,0.86,0.93,1172,8838,-0.2812,0.07421,-0.00932,-0.03084,0.04958,2/17/17,0.36979,48.540001,0.076659822,522
4306,5/19/17,46,CSX,Call,4.22,1.02,4.35,4.45,33,905,0.68495,0.05114,0.07144,-0.0201,0.08793,2/17/17,0.27032,48.540001,0.249144422,523
4322,8/18/17,49,CSX,Call,3.59,0.93,3.55,3.75,23,938,0.55592,0.05601,0.1189,-0.01303,0.13185,2/17/17,0.24997,48.540001,0.498288843,524
4323,8/18/17,50,CSX,Call,3.15,0.44,3.1,3.3,276,794,0.51188,0.04846,0.10802,-0.01393,0.13512,2/17/17,0.24997,48.540001,0.498288843,525
4344,2/24/17,45,CTRP,Call,1.88,0.33,1.8,1.95,148,398,0.5838,0.10938,0.0047,-0.12383,0.02417,2/17/17,0.61053,45.630001,0.019164956,526
4347,2/24/17,46.5,CTRP,Call,1.17,0.12,1.05,1.25,6,307,0.42728,0.10858,0.00348,-0.1224,0.02469,2/17/17,0.60696,45.630001,0.019164956,527
4366,3/17/17,44,CTRP,Call,2.75,0.13,2.6,2.85,10,2218,0.67137,0.08147,0.02124,-0.03751,0.04732,2/17/17,0.35833,45.630001,0.076659822,528
4368,3/17/17,46,CTRP,Call,1.5,0.05,1.45,1.7,395,2413,0.49367,0.10983,0.01615,-0.03495,0.04928,2/17/17,0.32018,45.630001,0.076659822,529
4370,3/17/17,49,CTRP,Call,0.55,0.04,0.5,0.65,20,329,0.21702,0.07981,0.00724,-0.02393,0.03511,2/17/17,0.33087,45.630001,0.076659822,530
4377,6/16/17,45,CTRP,Call,3.46,0.24,3.4,3.7,5,1900,0.60822,0.06364,0.08029,-0.01577,0.0978,2/17/17,0.27724,45.630001,0.325804244,531
4475,3/17/17,115,FANG,Call,1,-0.45,0.85,1.05,1197,379,0.22019,0.03338,0.0172,-0.05826,0.08224,2/17/17,0.28096,107.629997,0.076659822,532
4484,6/16/17,110,FANG,Call,6.9,-1.5,6.1,6.9,3,133,0.50556,0.02254,0.15473,-0.04258,0.24056,2/17/17,0.30924,107.629997,0.325804244,533
4489,9/15/17,100,FANG,Call,15,-1.5,14.1,15.3,6,263,0.69706,0.01433,0.34139,-0.03271,0.28629,2/17/17,0.30865,107.629997,0.574948665,534
4490,9/15/17,110,FANG,Call,8.9,-1.8,8.9,10,2,14,0.54485,0.01703,0.28066,-0.03404,0.31563,2/17/17,0.27706,107.629997,0.574948665,535
4496,3/17/17,30,DISCK,Call,0.2,-0.05,0.15,0.3,22,1512,0.18023,0.12313,0.00369,-0.01204,0.02165,2/17/17,0.25,28.09,0.076659822,536
4551,8/18/17,82.5,DLTR,Put,8,-2.3,7.8,8.3,8,22,-0.49366,0.02577,-0.16175,-0.01616,0.22154,2/17/17,0.32435,80,0.498288843,537
4565,6/16/17,57.5,DNKN,Call,1.55,-0.07,1.5,1.7,1,218,0.40758,0.07072,0.06862,-0.01363,0.13063,2/17/17,0.18344,55.009998,0.325804244,538
4571,9/15/17,55,DNKN,Put,4.2,0.08,3.8,4.3,10,24,-0.4321,0.04305,-0.10545,-0.00858,0.15832,2/17/17,0.28004,55.009998,0.574948665,539
4573,1/19/18,60,DNKN,Call,2.3,-0.7,2.15,2.75,2,241,0.41445,0.04866,0.19241,-0.00885,0.23528,2/17/17,0.17554,55.009998,0.919917864,540
4584,2/24/17,37,ETFC,Put,0.36,-0.11,0.3,0.36,14,39,-0.72142,0.85126,-0.00317,-0.01027,0.01931,2/17/17,0.22229,37.169998,0.019164956,541
4587,3/3/17,38,ETFC,Call,0.37,0.02,0.28,0.34,13,27,0.272,0.18309,0.00371,-0.02899,0.02604,2/17/17,0.23596,37.169998,0.038329911,542
4599,4/21/17,36,ETFC,Put,1.11,0.07,1.07,1.14,5,634,-0.38148,0.10701,-0.02178,-0.01117,0.05744,2/17/17,0.28137,37.169998,0.1724846,543
4600,4/21/17,37,ETFC,Put,1.55,-0.11,1.48,1.56,1,268,-0.49364,0.1338,-0.02376,-0.00983,0.05959,2/17/17,0.27957,37.169998,0.1724846,544
4619,2/24/17,33,EBAY,Call,0.84,0.12,0.84,0.86,16,339,0.88583,0.2825,0.00552,-0.01539,0.01133,2/17/17,0.16374,33.759998,0.019164956,545
4621,2/24/17,34,EBAY,Call,0.21,0.04,0.2,0.22,397,285,0.40865,0.51792,0.00258,-0.02644,0.01834,2/17/17,0.16744,33.759998,0.019164956,546
4633,3/3/17,34,EBAY,Call,0.36,0.02,0.36,0.4,28,125,0.45183,0.36648,0.0057,-0.02039,0.02596,2/17/17,0.17057,33.759998,0.038329911,547
4634,3/3/17,34.5,EBAY,Call,0.2,-0.14,0.19,0.22,40,18,0.27951,0.31919,0.00355,-0.01766,0.02677,2/17/17,0.17458,33.759998,0.038329911,548
4638,3/10/17,34,EBAY,Call,0.47,-0.13,0.48,0.52,7,164,0.47218,0.30466,0.00891,-0.01717,0.03179,2/17/17,0.17447,33.759998,0.057494867,549
4643,3/17/17,36,EBAY,Call,0.1,0.01,0.1,0.11,25,242,0.10557,0.11499,0.00269,-0.00698,0.02503,2/17/17,0.1894,33.759998,0.076659822,550
4645,3/24/17,32.5,EBAY,Call,1.6,0.03,1.61,1.67,2,11,0.81089,0.16496,0.02469,-0.01169,0.02466,2/17/17,0.1812,33.759998,0.095824778,551
4650,3/24/17,36,EBAY,Call,0.13,-0.08,0.12,0.15,7,26,0.14541,0.12361,0.00461,-0.00766,0.03053,2/17/17,0.18005,33.759998,0.095824778,552
4652,3/3/17,33,EBAY,Put,0.22,-0.03,0.2,0.23,10,68,-0.27375,0.23813,-0.00302,-0.01901,0.02476,2/17/17,0.20494,33.759998,0.038329911,553
4660,3/10/17,34,EBAY,Put,0.75,-0.32,0.71,0.74,7,1,-0.53239,0.27371,-0.00812,-0.01474,0.03173,2/17/17,0.20058,33.759998,0.057494867,554
4669,3/24/17,33,EBAY,Put,0.51,-0.08,0.48,0.51,22,9527,-0.33892,0.16085,-0.0098,-0.01241,0.03913,2/17/17,0.21074,33.759998,0.095824778,555
4678,4/21/17,31,EBAY,Put,0.37,-0.03,0.35,0.38,47,1056,-0.17048,0.0758,-0.00959,-0.00721,0.0324,2/17/17,0.25,33.759998,0.1724846,556
4679,4/21/17,32,EBAY,Put,0.6,0.01,0.56,0.6,31,2319,-0.28055,0.08956,-0.01469,-0.01062,0.05098,2/17/17,0.25,33.759998,0.1724846,557
4686,7/21/17,33,EBAY,Call,2.72,0.17,2.67,2.73,6,1572,0.65697,0.08987,0.08354,-0.00885,0.0798,2/17/17,0.24245,33.759998,0.421629021,558
4687,7/21/17,34,EBAY,Call,2.15,0.07,2.13,2.19,26,333,0.56828,0.09126,0.0729,-0.00955,0.08413,2/17/17,0.23093,33.759998,0.421629021,559
4694,7/21/17,35,EBAY,Put,2.91,0.01,2.76,2.84,2,80,-0.53247,0.08274,-0.05902,-0.00571,0.0867,2/17/17,0.28086,33.759998,0.421629021,560
4712,7/21/17,60,SATS,Call,2,0.25,1.4,2.2,10,20,0.34261,0.05093,0.07389,-0.01341,0.15499,2/17/17,0.24997,55.119999,0.421629021,561
4742,3/3/17,87.5,EA,Call,1.59,0.42,1.12,1.23,1,11,0.49641,0.12776,0.01609,-0.06172,0.06648,2/17/17,0.23986,87.300003,0.038329911,562
4761,3/17/17,85,EA,Put,1.05,0.05,1.03,1.1,457,254,-0.31069,0.06741,-0.0184,-0.03517,0.09004,2/17/17,0.21872,87.300003,0.076659822,563
4772,6/16/17,85,EA,Put,4.05,0.15,3.9,4.1,13,173,-0.37822,0.02958,-0.09712,-0.02081,0.18579,2/17/17,0.27978,87.300003,0.325804244,564
4796,3/3/17,13,ENDP,Call,0.85,-0.3,0.75,1.1,38,347,0.55275,0.20235,0.00242,-0.03606,0.00984,2/17/17,0.79312,13.08,0.038329911,565
4829,3/17/17,340,EQIX,Put,1.35,-0.45,1.05,1.45,23,174,-0.10589,0.00634,-0.02777,-0.10401,0.24095,2/17/17,0.28407,374.279999,0.076659822,566
4855,3/17/17,85,EEFT,Call,0.55,0.16,0.5,0.7,24,111,0.25208,0.0981,0.01565,-0.02541,0.06385,2/17/17,0.17473,81.919998,0.076659822,567
4857,5/19/17,85,EEFT,Call,2.55,0.35,2.45,2.8,1,55,0.43216,0.0535,0.08364,-0.02342,0.16739,2/17/17,0.22419,81.919998,0.249144422,568
4858,5/19/17,90,EEFT,Call,1.05,0.45,1.05,1.45,3,7,0.23751,0.03813,0.04652,-0.01869,0.12208,2/17/17,0.2124,81.919998,0.249144422,569
4863,3/17/17,18,EXAS,Put,0.81,0.31,0.7,0.85,94,218,-0.26443,0.07655,-0.00393,-0.02909,0.02009,2/17/17,0.76247,19.91,0.076659822,570
4890,1/19/18,22,EXEL,Call,6.23,0.33,5.6,6.8,50,214,0.67793,0.02727,0.08699,-0.01001,0.07794,2/17/17,0.63051,23.120001,0.919917864,571
4897,2/24/17,122,EXPE,Call,0.29,-0.19,0.15,0.35,10,128,0.17433,0.10455,0.00393,-0.05482,0.04495,2/17/17,0.17307,119.410004,0.019164956,572
4899,2/24/17,116,EXPE,Put,0.2,-0.2,0.1,0.3,3,134,-0.11866,0.06403,-0.00243,-0.04903,0.04042,2/17/17,0.19409,119.410004,0.019164956,573
4911,3/3/17,124,EXPE,Call,0.33,-0.72,0.2,0.4,10,118,0.14593,0.05843,0.00659,-0.03922,0.06537,2/17/17,0.17465,119.410004,0.038329911,574
4918,3/17/17,120,EXPE,Call,2.14,-0.36,2.1,2.3,127,809,0.50544,0.0811,0.04485,-0.05204,0.12906,2/17/17,0.17258,119.410004,0.076659822,575
4921,3/3/17,113,EXPE,Put,0.21,-1.13,0.15,0.35,2,67,-0.07542,0.02957,-0.00333,-0.02895,0.03193,2/17/17,0.21611,119.410004,0.038329911,576
4954,1/19/18,120,EXPE,Call,12.8,-0.4,12.7,13.1,54,857,0.6188,0.01687,0.5762,-0.02598,0.42556,2/17/17,0.24997,119.410004,0.919917864,577
4992,3/24/17,69.5,ESRX,Call,2.07,0.25,2.06,2.19,28,36,0.56729,0.10368,0.03618,-0.03247,0.08283,2/17/17,0.20022,69.970001,0.095824778,578
5007,3/17/17,65,ESRX,Put,0.45,-0.2,0.45,0.46,614,5689,-0.13855,0.04621,-0.00697,-0.02025,0.04559,2/17/17,0.27954,69.970001,0.076659822,579
5032,1/19/18,70,ESRX,Call,7.45,0.45,7.3,7.65,22,637,0.61647,0.02624,0.32912,-0.01609,0.24878,2/17/17,0.24243,69.970001,0.919917864,580
5033,1/19/18,72.5,ESRX,Call,6.2,0.25,6.15,6.35,12,248,0.55592,0.02601,0.29922,-0.01559,0.26133,2/17/17,0.24571,69.970001,0.919917864,581
5065,2/24/17,126,FB,Call,7.65,-0.12,7.45,7.65,21,479,0.97988,0.01229,0.02308,-0.03511,0.01863,2/17/17,0.22139,133.529999,0.019164956,582
5073,2/24/17,134,FB,Call,0.74,-0.32,0.73,0.75,8428,4302,0.42092,0.17013,0.01043,-0.08476,0.07202,2/17/17,0.12855,133.529999,0.019164956,583
5077,2/24/17,138,FB,Call,0.06,-0.07,0.05,0.07,559,2283,0.04877,0.03704,0.00122,-0.02276,0.0222,2/17/17,0.14809,133.529999,0.019164956,584
5078,2/24/17,139,FB,Call,0.04,-0.05,0.03,0.04,692,1189,0.02003,0,0.0005,-0.01161,0.01321,2/17/17,0.15341,133.529999,0.019164956,585
5080,2/24/17,142,FB,Call,0.03,-0.01,0.01,0.03,53,770,0.01426,0,0.00036,-0.01158,0.00559,2/17/17,0.21369,133.529999,0.019164956,586
5081,2/24/17,121,FB,Put,0.03,-0.01,0.01,0.03,106,991,-0.01154,0.00496,-0.00029,-0.01447,0.00462,2/17/17,0.33271,133.529999,0.019164956,587
5086,2/24/17,126,FB,Put,0.04,-0.06,0.03,0.07,41,942,-0.0182,0.01159,-0.0004,-0.01462,0.01861,2/17/17,0.21969,133.529999,0.019164956,588
5087,2/24/17,127,FB,Put,0.05,-0.02,0.03,0.05,399,717,-0.0271,0.01727,-0.00063,-0.01766,0.01863,2/17/17,0.19838,133.529999,0.019164956,589
5088,2/24/17,128,FB,Put,0.07,-0.02,0.05,0.07,386,2089,-0.0452,0.02823,-0.00108,-0.02492,0.01874,2/17/17,0.18484,133.529999,0.019164956,590
5092,2/24/17,132,FB,Put,0.44,-0.04,0.41,0.45,1364,2282,-0.27503,0.13706,-0.0058,-0.06723,0.06886,2/17/17,0.14831,133.529999,0.019164956,591
5093,2/24/17,133,FB,Put,0.83,0.05,0.73,0.78,2539,2445,-0.41896,0.17438,-0.00906,-0.0702,0.0703,2/17/17,0.15526,133.529999,0.019164956,592
5094,2/24/17,134,FB,Put,1.28,0.05,1.21,1.28,1197,1540,-0.58753,0.17323,-0.0116,-0.06665,0.07197,2/17/17,0.14653,133.529999,0.019164956,593
5104,3/3/17,129,FB,Call,4.84,-0.22,4.8,4.95,8,365,0.89953,0.04761,0.04371,-0.04507,0.06135,2/17/17,0.13773,133.529999,0.038329911,594
5111,3/3/17,136,FB,Call,0.63,-0.2,0.64,0.68,751,1002,0.29191,0.08426,0.01456,-0.06893,0.10523,2/17/17,0.14608,133.529999,0.038329911,595
5112,3/3/17,137,FB,Call,0.4,-0.17,0.42,0.45,428,2161,0.18984,0.07385,0.00953,-0.04464,0.0724,2/17/17,0.14235,133.529999,0.038329911,596
5122,3/10/17,129,FB,Call,5.25,0.16,5.1,5.25,52,85,0.82202,0.05053,0.05969,-0.05403,0.0765,2/17/17,0.15942,133.529999,0.057494867,597
5123,3/10/17,130,FB,Call,4.2,-0.06,4.3,4.45,8,446,0.78818,0.06206,0.05768,-0.05606,0.07729,2/17/17,0.13517,133.529999,0.057494867,598
5127,3/10/17,134,FB,Call,1.77,-0.24,1.84,1.89,440,416,0.49169,0.07417,0.0364,-0.07235,0.12471,2/17/17,0.14627,133.529999,0.057494867,599
5135,3/10/17,142,FB,Call,0.18,-0.05,0.13,0.17,8,190,0.07084,0.02509,0.00536,-0.02107,0.04036,2/17/17,0.17095,133.529999,0.057494867,600
5138,3/10/17,145,FB,Call,0.09,-0.08,0.06,0.11,5,396,0.02859,0.01105,0.00217,-0.01104,0.04126,2/17/17,0.18798,133.529999,0.057494867,601
5146,3/24/17,127,FB,Call,7.3,-0.1,7.35,7.5,21,21,0.84118,0.03394,0.09988,-0.04485,0.09618,2/17/17,0.15235,133.529999,0.095824778,602
5152,3/24/17,134,FB,Call,2.59,-0.18,2.66,2.71,79,824,0.51016,0.06566,0.06287,-0.05264,0.16092,2/17/17,0.15692,133.529999,0.095824778,603
5156,3/24/17,138,FB,Call,1.19,-0.08,1.15,1.19,118,1102,0.2773,0.05409,0.03458,-0.04257,0.11498,2/17/17,0.16566,133.529999,0.095824778,604
5157,3/24/17,139,FB,Call,0.92,-0.08,0.91,0.95,261,562,0.23113,0.04846,0.02889,-0.03656,0.11732,2/17/17,0.16338,133.529999,0.095824778,605
5158,3/24/17,140,FB,Call,0.7,-0.06,0.71,0.75,54,577,0.1889,0.04228,0.02366,-0.03177,0.11935,2/17/17,0.15741,133.529999,0.095824778,606
5160,3/24/17,142,FB,Call,0.46,-0.01,0.43,0.46,7,178,0.12524,0.03112,0.01573,-0.02582,0.12189,2/17/17,0.16379,133.529999,0.095824778,607
5166,3/3/17,124,FB,Put,0.1,-0.04,0.08,0.11,55,503,-0.05686,0.01798,-0.00281,-0.02892,0.02625,2/17/17,0.22125,133.529999,0.038329911,608
5172,3/3/17,131,FB,Put,0.74,-0.05,0.69,0.73,377,1398,-0.25689,0.08243,-0.01092,-0.05187,0.09668,2/17/17,0.1745,133.529999,0.038329911,609
5173,3/3/17,132,FB,Put,1.05,0.05,0.97,1.02,189,537,-0.36167,0.08408,-0.01611,-0.06401,0.09879,2/17/17,0.17067,133.529999,0.038329911,610
5174,3/3/17,133,FB,Put,1.4,-0.05,1.35,1.41,309,427,-0.43694,0.11213,-0.0188,-0.05517,0.10008,2/17/17,0.16716,133.529999,0.038329911,611
5175,3/3/17,134,FB,Put,1.95,0.05,1.82,1.89,232,510,-0.54404,0.11235,-0.02149,-0.05303,0.10205,2/17/17,0.16716,133.529999,0.038329911,612
5192,3/10/17,135,FB,Put,3,0.04,2.81,2.89,37,154,-0.59756,0.07816,-0.03528,-0.04574,0.12617,2/17/17,0.18544,133.529999,0.057494867,613
5201,3/24/17,122,FB,Put,0.31,-0.03,0.28,0.32,8,179,-0.06968,0.01577,-0.00863,-0.01876,0.0476,2/17/17,0.21872,133.529999,0.095824778,614
5202,3/24/17,123,FB,Put,0.36,-0.08,0.34,0.39,14,406,-0.08401,0.01858,-0.00945,-0.02087,0.09364,2/17/17,0.21047,133.529999,0.095824778,615
5203,3/24/17,124,FB,Put,0.46,-0.02,0.42,0.46,18,183,-0.09887,0.02162,-0.01138,-0.02173,0.09407,2/17/17,0.20341,133.529999,0.095824778,616
5207,3/24/17,129,FB,Put,1.24,-0.1,1.2,1.24,4,168,-0.25459,0.04279,-0.0278,-0.03791,0.15034,2/17/17,0.1886,133.529999,0.095824778,617
5228,6/16/17,140,FB,Call,4.4,-0.14,4.35,4.5,624,20754,0.43407,0.02174,0.17141,-0.04258,0.31031,2/17/17,0.21238,133.529999,0.325804244,618
5231,6/16/17,130,FB,Put,5.38,0.18,5.25,5.35,191,9551,-0.37206,0.02156,-0.14375,-0.02769,0.28272,2/17/17,0.24997,133.529999,0.325804244,619
5240,9/15/17,130,FB,Put,7.91,0.16,7.8,7.9,8,3295,-0.37686,0.01585,-0.25713,-0.02128,0.37365,2/17/17,0.26592,133.529999,0.574948665,620
5248,12/15/17,130,FB,Put,10.2,0.05,10,10.15,86,793,-0.37014,0.01447,-0.33504,-0.0153,0.44084,2/17/17,0.28086,133.529999,0.824093087,621
5252,1/19/18,135,FB,Call,13.19,-0.21,13.05,13.3,68,12133,0.60551,0.01617,0.63775,-0.0276,0.48066,2/17/17,0.23375,133.529999,0.919917864,622
5253,1/19/18,140,FB,Call,10.85,-0.1,10.7,10.95,243,11015,0.53256,0.0152,0.56134,-0.02736,0.51029,2/17/17,0.23697,133.529999,0.919917864,623
5255,1/19/18,125,FB,Put,8.84,0.14,8.7,8.85,108,7767,-0.30826,0.01167,-0.34214,-0.01405,0.44447,2/17/17,0.28663,133.529999,0.919917864,624
5294,3/17/17,28,FITB,Call,0.45,-0.07,0.45,0.49,44,409,0.36083,0.16869,0.00703,-0.01878,0.03,2/17/17,0.20518,27.540001,0.076659822,625
5298,5/19/17,29,FITB,Call,0.68,0.04,0.65,0.73,2,550,0.32859,0.11449,0.02056,-0.00902,0.05673,2/17/17,0.21739,27.540001,0.249144422,626
